FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
48363,Palo Pinto,Texas,US,16/10/2020 04:24,32.75310985,-98.31319001,638,17,0,621,"Palo Pinto, Texas, US",2185.754908,2.664576803
48365,Panola,Texas,US,16/10/2020 04:24,32.1639596,-94.30552481,439,27,0,412,"Panola, Texas, US",1892.730879,6.150341686
48367,Parker,Texas,US,16/10/2020 04:24,32.77757172,-97.80500621,2218,42,0,2176,"Parker, Texas, US",1552.373353,1.893597836
48369,Parmer,Texas,US,16/10/2020 04:24,34.52993409,-102.7844668,521,15,0,506,"Parmer, Texas, US",5424.258199,2.879078695
48371,Pecos,Texas,US,16/10/2020 04:24,30.78097267,-102.7241261,418,5,0,413,"Pecos, Texas, US",2641.724073,1.196172249
48373,Polk,Texas,US,16/10/2020 04:24,30.79472531,-94.8276624,897,30,0,867,"Polk, Texas, US",1746.733394,3.344481605
48375,Potter,Texas,US,16/10/2020 04:24,35.40133773,-101.893964,7021,85,0,6936,"Potter, Texas, US",5979.644849,1.210653753
48377,Presidio,Texas,US,16/10/2020 04:24,29.99954402,-104.2408079,122,7,0,115,"Presidio, Texas, US",1819.809069,5.737704918
48379,Rains,Texas,US,16/10/2020 04:24,32.87109387,-95.79232691,78,5,0,73,"Rains, Texas, US",623.3019019,6.41025641
48381,Randall,Texas,US,16/10/2020 04:24,34.96585996,-101.8971322,4100,47,0,4053,"Randall, Texas, US",2977.206219,1.146341463
48383,Reagan,Texas,US,16/10/2020 04:24,31.36607041,-101.5232659,89,6,0,83,"Reagan, Texas, US",2312.288906,6.741573034
48385,Real,Texas,US,16/10/2020 04:24,29.83321503,-99.82018052,120,8,0,112,"Real, Texas, US",3476.245655,6.666666667
48387,Red River,Texas,US,16/10/2020 04:24,33.61886692,-95.04841765,176,14,0,162,"Red River, Texas, US",1463.860933,7.954545455
48389,Reeves,Texas,US,16/10/2020 04:24,31.32323325,-103.6903896,234,6,0,228,"Reeves, Texas, US",1464.697046,2.564102564
48391,Refugio,Texas,US,16/10/2020 04:24,28.3238976,-97.15766311,313,15,0,298,"Refugio, Texas, US",4504.893495,4.792332268
48393,Roberts,Texas,US,16/10/2020 04:24,35.83809685,-100.813175,14,0,0,14,"Roberts, Texas, US",1639.344262,0
48395,Robertson,Texas,US,16/10/2020 04:24,31.02539637,-96.51272246,397,4,0,393,"Robertson, Texas, US",2325.172777,1.007556675
48397,Rockwall,Texas,US,16/10/2020 04:24,32.89779518,-96.40771592,1770,30,0,1740,"Rockwall, Texas, US",1687.080017,1.694915254
48399,Runnels,Texas,US,16/10/2020 04:24,31.8314342,-99.97616148,286,9,0,277,"Runnels, Texas, US",2786.438036,3.146853147
48401,Rusk,Texas,US,16/10/2020 04:24,32.10773545,-94.76176432,962,20,0,942,"Rusk, Texas, US",1768.187332,2.079002079
48403,Sabine,Texas,US,16/10/2020 04:24,31.34318809,-93.85440451,87,9,0,78,"Sabine, Texas, US",825.2703472,10.34482759
48405,San Augustine,Texas,US,16/10/2020 04:24,31.39457611,-94.17000399,208,15,0,193,"San Augustine, Texas, US",2525.19121,7.211538462
48407,San Jacinto,Texas,US,16/10/2020 04:24,30.57933681,-95.16260304,230,11,0,219,"San Jacinto, Texas, US",796.9784123,4.782608696
48409,San Patricio,Texas,US,16/10/2020 04:24,28.00880118,-97.51763891,1530,79,0,1451,"San Patricio, Texas, US",2292.821819,5.163398693
48411,San Saba,Texas,US,16/10/2020 04:24,31.1577796,-98.81758731,103,0,0,103,"San Saba, Texas, US",1701.073493,0
48413,Schleicher,Texas,US,16/10/2020 04:24,30.89740592,-100.5384842,54,2,0,52,"Schleicher, Texas, US",1933.404941,3.703703704
48415,Scurry,Texas,US,16/10/2020 04:24,32.74613808,-100.9162664,932,10,0,922,"Scurry, Texas, US",5579.835958,1.072961373
48417,Shackelford,Texas,US,16/10/2020 04:24,32.73587756,-99.35401337,31,0,0,31,"Shackelford, Texas, US",949.4640123,0
48419,Shelby,Texas,US,16/10/2020 04:24,31.79211404,-94.14550696,535,28,0,507,"Shelby, Texas, US",2116.799873,5.23364486
48421,Sherman,Texas,US,16/10/2020 04:24,36.27751473,-101.8933156,68,1,0,67,"Sherman, Texas, US",2250.165453,1.470588235
48423,Smith,Texas,US,16/10/2020 04:24,32.37474036,-95.2717568,4137,119,0,4018,"Smith, Texas, US",1777.435972,2.876480541
48425,Somervell,Texas,US,16/10/2020 04:24,32.22236802,-97.77403489,152,5,0,147,"Somervell, Texas, US",1665.20596,3.289473684
48427,Starr,Texas,US,16/10/2020 04:24,26.56150059,-98.73892358,3491,179,0,3312,"Starr, Texas, US",5401.265607,5.127470639
48429,Stephens,Texas,US,16/10/2020 04:24,32.73553157,-98.83631615,147,4,0,143,"Stephens, Texas, US",1569.506726,2.721088435
48431,Sterling,Texas,US,16/10/2020 04:24,31.82781912,-101.0500746,10,0,0,10,"Sterling, Texas, US",774.5933385,0
48433,Stonewall,Texas,US,16/10/2020 04:24,33.17906744,-100.2538401,17,1,0,16,"Stonewall, Texas, US",1259.259259,5.882352941
48435,Sutton,Texas,US,16/10/2020 04:24,30.49856623,-100.5382014,87,3,0,84,"Sutton, Texas, US",2304.025424,3.448275862
48437,Swisher,Texas,US,16/10/2020 04:24,34.53028891,-101.7349174,128,3,0,125,"Swisher, Texas, US",1730.431256,2.34375
48439,Tarrant,Texas,US,16/10/2020 04:24,32.77143818,-97.29101614,57438,772,0,56666,"Tarrant, Texas, US",2731.871116,1.344057941
48441,Taylor,Texas,US,16/10/2020 04:24,32.30163422,-99.89007449,1701,62,0,1639,"Taylor, Texas, US",1232.305084,3.644914756
48443,Terrell,Texas,US,16/10/2020 04:24,30.22429013,-102.0766732,3,0,0,3,"Terrell, Texas, US",386.5979381,0
48445,Terry,Texas,US,16/10/2020 04:24,33.17402785,-102.3354521,398,6,0,392,"Terry, Texas, US",3226.067926,1.507537688
48447,Throckmorton,Texas,US,16/10/2020 04:24,33.17751417,-99.21226795,15,2,0,13,"Throckmorton, Texas, US",999.3337775,13.33333333
48449,Titus,Texas,US,16/10/2020 04:24,33.21339719,-94.96797273,1650,34,0,1616,"Titus, Texas, US",5038.167939,2.060606061
48451,Tom Green,Texas,US,16/10/2020 04:24,31.40464436,-100.462443,4177,73,0,4104,"Tom Green, Texas, US",3504.194631,1.747665789
48453,Travis,Texas,US,16/10/2020 04:24,30.33432034,-97.7853562,30688,442,0,30246,"Travis, Texas, US",2408.878186,1.440302398
48455,Trinity,Texas,US,16/10/2020 04:24,31.0879489,-95.1367187,200,7,0,193,"Trinity, Texas, US",1365.094533,3.5
48457,Tyler,Texas,US,16/10/2020 04:24,30.77031716,-94.37690895,250,4,0,246,"Tyler, Texas, US",1153.5622,1.6
90048,Unassigned,Texas,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, Texas, US",NA,NA
48459,Upshur,Texas,US,16/10/2020 04:24,32.73706798,-94.93999853,444,12,0,432,"Upshur, Texas, US",1063.396642,2.702702703
48461,Upton,Texas,US,16/10/2020 04:24,31.36868194,-102.0423217,26,3,0,23,"Upton, Texas, US",710.9652721,11.53846154
48463,Uvalde,Texas,US,16/10/2020 04:24,29.35739637,-99.76229172,815,36,0,779,"Uvalde, Texas, US",3047.754385,4.417177914
48465,Val Verde,Texas,US,16/10/2020 04:24,29.89149232,-101.1525205,2356,121,0,2235,"Val Verde, Texas, US",4805.711372,5.13582343
48467,Van Zandt,Texas,US,16/10/2020 04:24,32.56483801,-95.83766469,645,24,0,621,"Van Zandt, Texas, US",1139.777346,3.720930233
48469,Victoria,Texas,US,16/10/2020 04:24,28.79780988,-96.96813006,4168,97,0,4071,"Victoria, Texas, US",4526.302072,2.327255278
48471,Walker,Texas,US,16/10/2020 04:24,30.73872995,-95.57440968,3847,60,0,3787,"Walker, Texas, US",5271.957353,1.559656875
48473,Waller,Texas,US,16/10/2020 04:24,30.01058447,-95.99011759,941,15,0,926,"Waller, Texas, US",1703.290736,1.594048884
48475,Ward,Texas,US,16/10/2020 04:24,31.50999644,-103.0927909,150,1,0,149,"Ward, Texas, US",1250.208368,0.666666667
48477,Washington,Texas,US,16/10/2020 04:24,30.21498498,-96.40946246,671,48,0,623,"Washington, Texas, US",1870.018394,7.153502235
48479,Webb,Texas,US,16/10/2020 04:24,27.7610369,-99.33237355,14488,337,0,14152,"Webb, Texas, US",5236.904125,2.319160685
48481,Wharton,Texas,US,16/10/2020 04:24,29.27765923,-96.22319248,1409,56,0,1353,"Wharton, Texas, US",3390.605448,3.974449965
48483,Wheeler,Texas,US,16/10/2020 04:24,35.40114335,-100.2699514,55,0,0,55,"Wheeler, Texas, US",1087.816456,0
48485,Wichita,Texas,US,16/10/2020 04:24,33.98842886,-98.7041034,2665,26,0,2639,"Wichita, Texas, US",2015.427664,0.975609756
48487,Wilbarger,Texas,US,16/10/2020 04:24,34.07945812,-99.24178437,256,3,0,253,"Wilbarger, Texas, US",2004.855509,1.171875
48489,Willacy,Texas,US,16/10/2020 04:24,26.47411727,-97.61535848,1224,55,0,1169,"Willacy, Texas, US",5730.873677,4.493464052
48491,Williamson,Texas,US,16/10/2020 04:24,30.64655664,-97.6004854,9093,148,0,8945,"Williamson, Texas, US",1539.748472,1.627625646
48493,Wilson,Texas,US,16/10/2020 04:24,29.1732598,-98.08693082,975,28,0,947,"Wilson, Texas, US",1909.144312,2.871794872
48495,Winkler,Texas,US,16/10/2020 04:24,31.85008651,-103.0485163,126,4,0,122,"Winkler, Texas, US",1573.033708,3.174603175
48497,Wise,Texas,US,16/10/2020 04:24,33.21570665,-97.65460265,837,14,0,823,"Wise, Texas, US",1195.987654,1.672640382
48499,Wood,Texas,US,16/10/2020 04:24,32.78722382,-95.38236368,582,32,0,550,"Wood, Texas, US",1278.025429,5.498281787
48501,Yoakum,Texas,US,16/10/2020 04:24,33.17320212,-102.8276433,282,5,0,277,"Yoakum, Texas, US",3236.543097,1.773049645
48503,Young,Texas,US,16/10/2020 04:24,33.17659707,-98.68790885,417,6,0,411,"Young, Texas, US",2315.380344,1.438848921
48505,Zapata,Texas,US,16/10/2020 04:24,27.00156391,-99.16987152,342,6,0,336,"Zapata, Texas, US",2412.017773,1.754385965
48507,Zavala,Texas,US,16/10/2020 04:24,28.86617238,-99.76050829,426,17,0,409,"Zavala, Texas, US",3597.972973,3.990610329
NA,Bear River,Utah,US,16/10/2020 04:24,41.52106798,-113.0832816,4301,13,0,4288,"Bear River, Utah, US",2302.240683,0.302255289
NA,Central Utah,Utah,US,16/10/2020 04:24,39.37231946,-111.5758676,977,6,0,971,"Central Utah, Utah, US",1192.132172,0.614124872
49011,Davis,Utah,US,16/10/2020 04:24,40.99001837,-112.1139997,6836,37,0,6799,"Davis, Utah, US",1923.028235,0.541252194
49035,Salt Lake,Utah,US,16/10/2020 04:24,40.66616532,-111.9216011,38949,284,0,38665,"Salt Lake, Utah, US",3356.407974,0.729158643
49037,San Juan,Utah,US,16/10/2020 04:24,37.62762978,-109.8033714,733,29,0,704,"San Juan, Utah, US",4788.345963,3.956343793
NA,Southeast Utah,Utah,US,16/10/2020 04:24,38.99617072,-110.7013958,337,2,0,335,"Southeast Utah, Utah, US",837.7041438,0.59347181
NA,Southwest Utah,Utah,US,16/10/2020 04:24,37.85447192,-111.4418764,5113,45,0,5068,"Southwest Utah, Utah, US",2028.630149,0.880109525
49043,Summit,Utah,US,16/10/2020 04:24,40.86688146,-110.9535882,1187,1,0,1186,"Summit, Utah, US",2816.466959,0.084245998
49045,Tooele,Utah,US,16/10/2020 04:24,40.44862644,-113.1295715,1137,2,0,1135,"Tooele, Utah, US",1573.506414,0.175901495
NA,TriCounty,Utah,US,16/10/2020 04:24,40.12491499,-109.5174415,302,2,0,300,"TriCounty, Utah, US",533.3615909,0.662251656
90049,Unassigned,Utah,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, Utah, US",NA,NA
49049,Utah,Utah,US,16/10/2020 04:24,40.1166722,-111.6657662,24279,67,0,24212,"Utah, Utah, US",3816.042814,0.275958647
49051,Wasatch,Utah,US,16/10/2020 04:24,40.33110236,-111.1691419,946,9,0,937,"Wasatch, Utah, US",2774.925934,0.951374207
NA,Weber-Morgan,Utah,US,16/10/2020 04:24,41.27116049,-111.9145117,5364,32,0,5332,"Weber-Morgan, Utah, US",1969.618524,0.596569724
50001,Addison,Vermont,US,16/10/2020 04:24,44.03217337,-73.14130877,114,2,0,112,"Addison, Vermont, US",309.9763439,1.754385965
50003,Bennington,Vermont,US,16/10/2020 04:24,43.03519828,-73.09048868,129,1,0,128,"Bennington, Vermont, US",363.6876233,0.775193798
50005,Caledonia,Vermont,US,16/10/2020 04:24,44.46548598,-72.10314651,35,0,0,35,"Caledonia, Vermont, US",116.6938952,0
50007,Chittenden,Vermont,US,16/10/2020 04:24,44.46322849,-73.08359212,891,39,0,852,"Chittenden, Vermont, US",544.0423999,4.377104377
50009,Essex,Vermont,US,16/10/2020 04:24,44.72736416,-71.73579864,6,0,0,6,"Essex, Vermont, US",97.35518416,0
50011,Franklin,Vermont,US,16/10/2020 04:24,44.85627605,-72.91249563,131,7,0,124,"Franklin, Vermont, US",265.1714505,5.34351145
50013,Grand Isle,Vermont,US,16/10/2020 04:24,44.7975824,-73.29679772,16,0,0,16,"Grand Isle, Vermont, US",221.1472011,0
50015,Lamoille,Vermont,US,16/10/2020 04:24,44.60353043,-72.64356694,61,1,0,60,"Lamoille, Vermont, US",240.5173094,1.639344262
50017,Orange,Vermont,US,16/10/2020 04:24,44.00470222,-72.37640104,27,0,0,27,"Orange, Vermont, US",93.45147446,0
50019,Orleans,Vermont,US,16/10/2020 04:24,44.82964024,-72.24562697,24,0,0,24,"Orleans, Vermont, US",88.76724489,0
50021,Rutland,Vermont,US,16/10/2020 04:24,43.57723578,-73.03741676,134,1,0,133,"Rutland, Vermont, US",230.2761595,0.746268657
90050,Unassigned,Vermont,US,16/10/2020 04:24,NA,NA,8,0,0,8,"Unassigned, Vermont, US",NA,0
50023,Washington,Vermont,US,16/10/2020 04:24,44.27343241,-72.61604978,92,2,0,90,"Washington, Vermont, US",157.5099728,2.173913043
50025,Windham,Vermont,US,16/10/2020 04:24,42.986982,-72.71268875,130,3,0,127,"Windham, Vermont, US",307.8963573,2.307692308
50027,Windsor,Vermont,US,16/10/2020 04:24,43.58010937,-72.58595157,105,2,0,103,"Windsor, Vermont, US",190.6941266,1.904761905
78,,Virgin Islands,US,16/10/2020 04:24,18.3358,-64.8963,1329,21,0,1308,"Virgin Islands, US",1238.952903,1.58013544
51001,Accomack,Virginia,US,16/10/2020 04:24,37.76707161,-75.63234615,1197,19,0,1178,"Accomack, Virginia, US",3704.047531,1.587301587
51003,Albemarle,Virginia,US,16/10/2020 04:24,38.02080697,-78.55481085,1452,22,0,1430,"Albemarle, Virginia, US",1328.089271,1.515151515
51510,Alexandria,Virginia,US,16/10/2020 04:24,38.814003,-77.08183073,4077,73,0,4004,"Alexandria, Virginia, US",2557.26723,1.790532254
51005,Alleghany,Virginia,US,16/10/2020 04:24,37.78636074,-80.00222498,83,4,0,79,"Alleghany, Virginia, US",558.5464334,4.819277108
51007,Amelia,Virginia,US,16/10/2020 04:24,37.34081025,-77.98584649,133,5,0,128,"Amelia, Virginia, US",1011.791556,3.759398496
51009,Amherst,Virginia,US,16/10/2020 04:24,37.60308293,-79.14548696,507,4,0,503,"Amherst, Virginia, US",1604.176554,0.788954635
51011,Appomattox,Virginia,US,16/10/2020 04:24,37.37569884,-78.81340003,257,4,0,253,"Appomattox, Virginia, US",1615.234743,1.556420233
51013,Arlington,Virginia,US,16/10/2020 04:24,38.8767675,-77.10139853,4278,152,0,4126,"Arlington, Virginia, US",1806.267469,3.553062179
51015,Augusta,Virginia,US,16/10/2020 04:24,38.16404586,-79.12461614,593,8,0,585,"Augusta, Virginia, US",784.8275497,1.349072513
51017,Bath,Virginia,US,16/10/2020 04:24,38.05852573,-79.73912095,20,0,0,20,"Bath, Virginia, US",482.2763443,0
51019,Bedford,Virginia,US,16/10/2020 04:24,37.3080028,-79.5281964,1014,15,0,999,"Bedford, Virginia, US",1283.593048,1.479289941
51021,Bland,Virginia,US,16/10/2020 04:24,37.13128068,-81.13599391,64,5,0,59,"Bland, Virginia, US",1019.10828,7.8125
51023,Botetourt,Virginia,US,16/10/2020 04:24,37.55531756,-79.80982182,342,11,0,331,"Botetourt, Virginia, US",1023.369939,3.216374269
51520,Bristol,Virginia,US,16/10/2020 04:24,36.6163024,-82.16359122,223,7,0,216,"Bristol, Virginia, US",1330.390168,3.139013453
51025,Brunswick,Virginia,US,16/10/2020 04:24,36.76366949,-77.8593436,402,5,0,397,"Brunswick, Virginia, US",2476.742037,1.243781095
51027,Buchanan,Virginia,US,16/10/2020 04:24,37.26818323,-82.03749726,219,2,0,217,"Buchanan, Virginia, US",1042.658541,0.913242009
51029,Buckingham,Virginia,US,16/10/2020 04:24,37.57242268,-78.52518834,718,9,0,709,"Buckingham, Virginia, US",4187.07721,1.253481894
51530,Buena Vista,Virginia,US,16/10/2020 04:24,37.73484642,-79.35296097,115,1,0,114,"Buena Vista, Virginia, US",1775.239271,0.869565217
51031,Campbell,Virginia,US,16/10/2020 04:24,37.20553386,-79.09678609,602,5,0,597,"Campbell, Virginia, US",1096.838845,0.830564784
51033,Caroline,Virginia,US,16/10/2020 04:24,38.02679129,-77.34901405,390,5,0,385,"Caroline, Virginia, US",1269.324654,1.282051282
51035,Carroll,Virginia,US,16/10/2020 04:24,36.73066666,-80.73455942,535,25,0,510,"Carroll, Virginia, US",1795.844383,4.672897196
51036,Charles City,Virginia,US,16/10/2020 04:24,37.35358063,-77.05634116,91,5,0,86,"Charles City, Virginia, US",1306.907942,5.494505495
51037,Charlotte,Virginia,US,16/10/2020 04:24,37.01909701,-78.66314092,192,0,0,192,"Charlotte, Virginia, US",1616.161616,0
51540,Charlottesville,Virginia,US,16/10/2020 04:24,38.03527919,-78.48569588,1481,31,0,1450,"Charlottesville, Virginia, US",3133.330512,2.093180284
51550,Chesapeake,Virginia,US,16/10/2020 04:24,36.67670048,-76.30545744,4661,75,0,4586,"Chesapeake, Virginia, US",1903.731084,1.60909676
51041,Chesterfield,Virginia,US,16/10/2020 04:24,37.37373208,-77.5868014,6546,98,0,6448,"Chesterfield, Virginia, US",1855.431659,1.497097464
51043,Clarke,Virginia,US,16/10/2020 04:24,39.11271747,-77.99199425,114,1,0,113,"Clarke, Virginia, US",779.8071003,0.877192982
51570,Colonial Heights,Virginia,US,16/10/2020 04:24,37.26420587,-77.39609676,278,26,0,252,"Colonial Heights, Virginia, US",1600.460564,9.352517986
51580,Covington,Virginia,US,16/10/2020 04:24,37.7824656,-79.98631446,33,0,0,33,"Covington, Virginia, US",595.8829902,0
51045,Craig,Virginia,US,16/10/2020 04:24,37.48133648,-80.21072274,40,0,0,40,"Craig, Virginia, US",779.5751316,0
51047,Culpeper,Virginia,US,16/10/2020 04:24,38.48199985,-77.9563087,1263,18,0,1245,"Culpeper, Virginia, US",2400.912461,1.425178147
51049,Cumberland,Virginia,US,16/10/2020 04:24,37.51328851,-78.24398086,111,2,0,109,"Cumberland, Virginia, US",1117.599678,1.801801802
51590,Danville,Virginia,US,16/10/2020 04:24,36.58022376,-79.40395668,1090,38,0,1052,"Danville, Virginia, US",2722.005794,3.486238532
51051,Dickenson,Virginia,US,16/10/2020 04:24,37.12560977,-82.35124171,118,1,0,117,"Dickenson, Virginia, US",824.1374494,0.847457627
51053,Dinwiddie,Virginia,US,16/10/2020 04:24,37.07544585,-77.63451754,462,12,0,450,"Dinwiddie, Virginia, US",1618.553812,2.597402597
51595,Emporia,Virginia,US,16/10/2020 04:24,36.69455571,-77.53406129,271,26,0,245,"Emporia, Virginia, US",5069.210625,9.594095941
51057,Essex,Virginia,US,16/10/2020 04:24,37.93357639,-76.94230311,188,2,0,186,"Essex, Virginia, US",1716.424724,1.063829787
51059,Fairfax,Virginia,US,16/10/2020 04:24,38.83677558,-77.27565836,22340,600,0,21740,"Fairfax, Virginia, US",1946.786669,2.685765443
51600,Fairfax City,Virginia,US,16/10/2020 04:24,38.85157547,-77.2977964,145,8,0,137,"Fairfax City, Virginia, US",603.6887464,5.517241379
51610,Falls Church,Virginia,US,16/10/2020 04:24,38.88485255,-77.17560759,75,7,0,68,"Falls Church, Virginia, US",513.1011836,9.333333333
51061,Fauquier,Virginia,US,16/10/2020 04:24,38.73564842,-77.80647472,1026,25,0,1001,"Fauquier, Virginia, US",1440.566117,2.436647173
51063,Floyd,Virginia,US,16/10/2020 04:24,36.9302126,-80.36738849,229,16,0,213,"Floyd, Virginia, US",1454.060575,6.986899563
51065,Fluvanna,Virginia,US,16/10/2020 04:24,37.84157909,-78.27715475,403,9,0,394,"Fluvanna, Virginia, US",1477.814448,2.23325062
51067,Franklin,Virginia,US,16/10/2020 04:24,36.99536167,-79.88023649,597,4,0,193,"Franklin, Virginia, US",346.1689447,0.515463918
51620,Franklin City,Virginia,US,16/10/2020 04:24,36.6831435,-76.93859681,464,10,0,454,"Franklin City, Virginia, US",5824.024099,2.155172414
51069,Frederick,Virginia,US,16/10/2020 04:24,39.20172582,-78.25974949,1051,13,0,1038,"Frederick, Virginia, US",1176.760382,1.236917222
51630,Fredericksburg,Virginia,US,16/10/2020 04:24,38.2977863,-77.4922454,568,5,0,563,"Fredericksburg, Virginia, US",1956.192313,0.88028169
51640,Galax,Virginia,US,16/10/2020 04:24,36.66601852,-80.91703124,427,30,0,397,"Galax, Virginia, US",6727.587837,7.025761124
51071,Giles,Virginia,US,16/10/2020 04:24,37.31234791,-80.70636931,109,0,0,109,"Giles, Virginia, US",651.9138756,0
51073,Gloucester,Virginia,US,16/10/2020 04:24,37.40809042,-76.53524337,319,3,0,316,"Gloucester, Virginia, US",854.1287351,0.940438871
51075,Goochland,Virginia,US,16/10/2020 04:24,37.71714806,-77.90381514,306,7,0,299,"Goochland, Virginia, US",1288.258325,2.287581699
51077,Grayson,Virginia,US,16/10/2020 04:24,36.65677234,-81.23215889,346,18,0,328,"Grayson, Virginia, US",2225.080386,5.202312139
51079,Greene,Virginia,US,16/10/2020 04:24,38.29545894,-78.46525378,258,3,0,255,"Greene, Virginia, US",1301.781119,1.162790698
51081,Greensville,Virginia,US,16/10/2020 04:24,36.67878901,-77.56351439,842,11,0,831,"Greensville, Virginia, US",7427.664079,1.306413302
51083,Halifax,Virginia,US,16/10/2020 04:24,36.76654925,-78.93512622,441,7,0,434,"Halifax, Virginia, US",1300.462977,1.587301587
51650,Hampton,Virginia,US,16/10/2020 04:24,37.03513786,-76.35879121,2004,28,0,1976,"Hampton, Virginia, US",1489.852056,1.397205589
51085,Hanover,Virginia,US,16/10/2020 04:24,37.7583355,-77.49464673,1495,40,0,1455,"Hanover, Virginia, US",1387.265,2.675585284
51660,Harrisonburg,Virginia,US,16/10/2020 04:24,38.43542574,-78.87536254,2882,35,0,2847,"Harrisonburg, Virginia, US",5436.094764,1.214434421
51087,Henrico,Virginia,US,16/10/2020 04:24,37.53460572,-77.39326555,5881,222,0,5659,"Henrico, Virginia, US",1777.714635,3.77486822
51089,Henry,Virginia,US,16/10/2020 04:24,36.68542395,-79.87634026,1220,31,0,1189,"Henry, Virginia, US",2413.117867,2.540983607
51091,Highland,Virginia,US,16/10/2020 04:24,38.35799465,-79.56124594,9,0,0,9,"Highland, Virginia, US",410.9589041,0
51670,Hopewell,Virginia,US,16/10/2020 04:24,37.29186313,-77.29754684,465,7,0,458,"Hopewell, Virginia, US",2064.006392,1.505376344
51093,Isle of Wight,Virginia,US,16/10/2020 04:24,36.90579348,-76.70842863,816,22,0,794,"Isle of Wight, Virginia, US",2198.927484,2.696078431
51095,James City,Virginia,US,16/10/2020 04:24,37.31156958,-76.76950618,909,21,0,888,"James City, Virginia, US",1187.878154,2.310231023
51099,King George,Virginia,US,16/10/2020 04:24,38.26818502,-77.15852768,257,4,0,253,"King George, Virginia, US",957.6688031,1.556420233
51101,King William,Virginia,US,16/10/2020 04:24,37.70965316,-77.09384941,184,2,0,182,"King William, Virginia, US",1073.01143,1.086956522
51097,King and Queen,Virginia,US,16/10/2020 04:24,37.71044922,-76.88689628,83,1,0,82,"King and Queen, Virginia, US",1181.494662,1.204819277
51103,Lancaster,Virginia,US,16/10/2020 04:24,37.71889653,-76.46400482,171,0,0,171,"Lancaster, Virginia, US",1612.751108,0
51105,Lee,Virginia,US,16/10/2020 04:24,36.70586667,-83.12606515,359,8,0,351,"Lee, Virginia, US",1532.681552,2.228412256
51678,Lexington,Virginia,US,16/10/2020 04:24,37.78258621,-79.44262866,189,1,0,188,"Lexington, Virginia, US",2538.275584,0.529100529
51107,Loudoun,Virginia,US,16/10/2020 04:24,39.08990083,-77.63481877,7417,129,0,7288,"Loudoun, Virginia, US",1793.547389,1.739247674
51109,Louisa,Virginia,US,16/10/2020 04:24,37.97850256,-77.96274807,356,7,0,349,"Louisa, Virginia, US",947.0351946,1.966292135
51111,Lunenburg,Virginia,US,16/10/2020 04:24,36.94618528,-78.24133319,136,3,0,133,"Lunenburg, Virginia, US",1115.119711,2.205882353
51680,Lynchburg,Virginia,US,16/10/2020 04:24,37.40021399,-79.19888138,1759,22,0,1737,"Lynchburg, Virginia, US",2140.736053,1.250710631
51113,Madison,Virginia,US,16/10/2020 04:24,38.41531222,-78.28220331,118,3,0,115,"Madison, Virginia, US",889.8273132,2.542372881
51683,Manassas,Virginia,US,16/10/2020 04:24,38.7464321,-77.48509905,2004,25,0,1979,"Manassas, Virginia, US",4877.692589,1.24750499
51685,Manassas Park,Virginia,US,16/10/2020 04:24,38.77058531,-77.44399307,628,8,0,620,"Manassas Park, Virginia, US",3593.088454,1.27388535
51690,Martinsville,Virginia,US,16/10/2020 04:24,36.68212094,-79.86352771,445,23,0,422,"Martinsville, Virginia, US",3544.686952,5.168539326
51115,Mathews,Virginia,US,16/10/2020 04:24,37.44164146,-76.34098896,127,0,0,127,"Mathews, Virginia, US",1437.627349,0
51117,Mecklenburg,Virginia,US,16/10/2020 04:24,36.67882005,-78.36131056,844,34,0,810,"Mecklenburg, Virginia, US",2759.342204,4.028436019
51119,Middlesex,Virginia,US,16/10/2020 04:24,37.63191998,-76.55064617,137,11,0,126,"Middlesex, Virginia, US",1294.651295,8.02919708
51121,Montgomery,Virginia,US,16/10/2020 04:24,37.17746986,-80.37868691,2403,5,0,2398,"Montgomery, Virginia, US",2438.727356,0.208073242
51125,Nelson,Virginia,US,16/10/2020 04:24,37.78790447,-78.88498513,124,2,0,122,"Nelson, Virginia, US",830.5425318,1.612903226
51127,New Kent,Virginia,US,16/10/2020 04:24,37.50694406,-76.99828634,257,3,0,254,"New Kent, Virginia, US",1112.987744,1.167315175
51700,Newport News,Virginia,US,16/10/2020 04:24,37.08166899,-76.51754109,2973,49,0,2924,"Newport News, Virginia, US",1658.80876,1.648166835
51710,Norfolk,Virginia,US,16/10/2020 04:24,36.89934014,-76.26420872,5122,80,0,5042,"Norfolk, Virginia, US",2110.05924,1.561889887
51131,Northampton,Virginia,US,16/10/2020 04:24,37.34062933,-75.87751591,311,31,0,280,"Northampton, Virginia, US",2655.849701,9.967845659
51133,Northumberland,Virginia,US,16/10/2020 04:24,37.89202088,-76.41949732,206,6,0,200,"Northumberland, Virginia, US",1703.183134,2.912621359
51720,Norton,Virginia,US,16/10/2020 04:24,36.93357076,-82.62750411,44,0,0,44,"Norton, Virginia, US",1105.249937,0
51135,Nottoway,Virginia,US,16/10/2020 04:24,37.1435975,-78.05065922,316,20,0,296,"Nottoway, Virginia, US",2074.579832,6.329113924
